Ἔδοξέ   sonhou	1
τις   Um sujeito	1
τοῦ   da estátua	1
Ποσειδῶνος   de Poseidon	1
τοῦ   do templo	1
ἐν   em	1
Ἰσθμῷ   Ístmo	1
τῇ   na	1
βάσει   base	1
ἁλύσει   com uma corrente	1
προσδεδέσθαι   estar preso	1
ἱερεὺς   sacerdote	1
ἐγένετο   Tornou se	1
τοῦ   de	1
Ποσειδῶνος·   Poseidon	1
ἔδει   era preciso	1
γὰρ   pois	1
αὐτὸν   ele	1
ἀχώριστον   inseparável	1
εἶναι   ser	1
τῶν   dos	1
τῆς   do	1
ἱερωσύνης   sacerdócio	1
τόπων   locais	1
